source,kind,expression,target,task_queue,evidence,config_gates
test/test_web_temporal_integration.py::test_td_006_td_019_real_temporal_failure_uses_domain_truth_without_retry,REGISTER_LIFECYCLE_ACTIVITIES,integration_finalize_cancelled,test/test_web_temporal_integration.py::integration_finalize_cancelled,lifecycle_activities,test/test_web_temporal_integration.py:238,
test/test_web_temporal_integration.py::test_td_006_td_019_real_temporal_failure_uses_domain_truth_without_retry,REGISTER_AGENT_ACTIVITIES,integration_execute,test/test_web_temporal_integration.py::integration_execute,agent_activities,test/test_web_temporal_integration.py:240,
test/test_web_temporal_integration.py::test_td_020_td_021_real_temporal_cancel_uses_domain_authority,REGISTER_LIFECYCLE_ACTIVITIES,integration_prepare,test/test_web_temporal_integration.py::integration_prepare,lifecycle_activities,test/test_web_temporal_integration.py:295,
test/test_web_temporal_integration.py::test_td_020_td_021_real_temporal_cancel_uses_domain_authority,REGISTER_LIFECYCLE_ACTIVITIES,integration_finalize_failed,test/test_web_temporal_integration.py::integration_finalize_failed,lifecycle_activities,test/test_web_temporal_integration.py:296,
test/test_web_temporal_integration.py::test_td_020_td_021_real_temporal_cancel_uses_domain_authority,REGISTER_LIFECYCLE_ACTIVITIES,integration_finalize_cancelled,test/test_web_temporal_integration.py::integration_finalize_cancelled,lifecycle_activities,test/test_web_temporal_integration.py:297,
test/test_web_temporal_integration.py::test_td_020_td_021_real_temporal_cancel_uses_domain_authority,REGISTER_AGENT_ACTIVITIES,integration_execute,test/test_web_temporal_integration.py::integration_execute,agent_activities,test/test_web_temporal_integration.py:299,
test/test_web_temporal_integration.py::_run_crash_agent_worker.run,REGISTER_ACTIVITIES,crash_execute,test/test_web_temporal_integration.py::_run_crash_agent_worker.run.crash_execute,WEB_AGENT_TASK_QUEUE,test/test_web_temporal_integration.py:99,
test/test_web_temporal_integration.py::test_td_001_real_temporal_duplicate_start_executes_agent_once,REGISTER_WORKFLOWS,WebRunWorkflow,src/orchestration/web_workflow.py::WebRunWorkflow,workflows,test/test_web_temporal_integration.py:138,
test/test_web_temporal_replay.py::test_web_run_workflow_replays_frozen_v1_completed_history,REGISTER_WORKFLOWS,WebRunWorkflow,src/orchestration/web_workflow.py::WebRunWorkflow,workflows,test/test_web_temporal_replay.py:112,
test/web_persistence/test_durable_agent_activity_worker_kill.py::test_activity_worker_sigkill_redelivers_intent_without_repeating_side_effect,TEMPORAL_INVOKE,'activity-crash-tool-workflow',test/support/durable_worker_process.py::ActivityCrashToolWorkflow,AGENT_TASK_QUEUE,test/web_persistence/test_durable_agent_activity_worker_kill.py:154,
test/web_persistence/test_f4_2_approval_temporal.py::pending_tool,DEFINITION_ACTIVITY,tool_execution_activity,test/web_persistence/test_f4_2_approval_temporal.py::pending_tool,,test/web_persistence/test_f4_2_approval_temporal.py:42,
test/web_persistence/test_f4_2_approval_temporal.py::postgres_approval_status,DEFINITION_ACTIVITY,file_action_approval_status_activity,test/web_persistence/test_f4_2_approval_temporal.py::postgres_approval_status,,test/web_persistence/test_f4_2_approval_temporal.py:50,
test/web_persistence/test_f4_2_approval_temporal.py::approved_execution,DEFINITION_ACTIVITY,approved_file_action_execution_activity,test/web_persistence/test_f4_2_approval_temporal.py::approved_execution,,test/web_persistence/test_f4_2_approval_temporal.py:63,
test/web_persistence/test_f4_2_approval_temporal.py::test_api_outbox_signal_resumes_with_postgres_authority,REGISTER_WORKFLOWS,ToolExecutionWorkflow,src/agent_workflows/tool_execution.py::ToolExecutionWorkflow,AGENT_TASK_QUEUE,test/web_persistence/test_f4_2_approval_temporal.py:102,
test/web_persistence/test_f4_2_approval_temporal.py::test_api_outbox_signal_resumes_with_postgres_authority,REGISTER_ACTIVITIES,pending_tool,test/web_persistence/test_f4_2_approval_temporal.py::pending_tool,AGENT_TASK_QUEUE,test/web_persistence/test_f4_2_approval_temporal.py:103,
test/web_persistence/test_f4_2_approval_temporal.py::test_api_outbox_signal_resumes_with_postgres_authority,REGISTER_ACTIVITIES,postgres_approval_status,test/web_persistence/test_f4_2_approval_temporal.py::postgres_approval_status,AGENT_TASK_QUEUE,test/web_persistence/test_f4_2_approval_temporal.py:103,
test/web_persistence/test_f4_2_approval_temporal.py::test_api_outbox_signal_resumes_with_postgres_authority,REGISTER_ACTIVITIES,approved_execution,test/web_persistence/test_f4_2_approval_temporal.py::approved_execution,AGENT_TASK_QUEUE,test/web_persistence/test_f4_2_approval_temporal.py:103,
test/web_persistence/test_f4_2_approval_temporal.py::test_api_outbox_signal_resumes_with_postgres_authority,TEMPORAL_INVOKE,ToolExecutionWorkflow.run,src/agent_workflows/tool_execution.py::ToolExecutionWorkflow.run,AGENT_TASK_QUEUE,test/web_persistence/test_f4_2_approval_temporal.py:106,
test/web_persistence/test_identity_self_service.py::test_registration_and_postgres_login_are_atomic_and_normalized,DI_REGISTRY,"registration.register(' Alice ', 'correct-password')",src/account/registration_service.py::RegistrationService.register,,test/web_persistence/test_identity_self_service.py:44,
test/web_persistence/test_identity_self_service.py::test_database_credential_is_authoritative_over_legacy_fallback,DI_REGISTRY,"registration.register('alice', 'database-password')",src/account/registration_service.py::RegistrationService.register,,test/web_persistence/test_identity_self_service.py:70,
test/web_persistence/test_identity_self_service.py::test_binding_unbound_qq_and_single_use,DI_REGISTRY,"RegistrationService(database_url).register('alice', 'correct-password')",,,test/web_persistence/test_identity_self_service.py:96,
test/web_persistence/test_identity_self_service.py::test_concurrent_challenge_consume_is_idempotent,DI_REGISTRY,"RegistrationService(database_url).register('alice', 'correct-password')",,,test/web_persistence/test_identity_self_service.py:114,
test/web_persistence/test_identity_self_service.py::test_challenge_rotation_expiry_and_invalid_code,DI_REGISTRY,"RegistrationService(database_url).register('alice', 'correct-password')",,,test/web_persistence/test_identity_self_service.py:137,
test/web_persistence/test_identity_self_service.py::test_empty_web_account_consolidates_into_existing_qq_account,DI_REGISTRY,"RegistrationService(database_url).register('alice', 'correct-password')",,,test/web_persistence/test_identity_self_service.py:170,
test/web_persistence/test_identity_self_service.py::test_web_account_with_business_data_is_not_auto_consolidated,DI_REGISTRY,"RegistrationService(database_url).register('alice', 'correct-password')",,,test/web_persistence/test_identity_self_service.py:192,
test/web_persistence/test_identity_self_service.py::test_registration_and_postgres_login_are_atomic_and_normalized,DI_REGISTRY,"registration.register('aLiCe', 'another-password')",src/account/registration_service.py::RegistrationService.register,,test/web_persistence/test_identity_self_service.py:52,
test/web_persistence/test_identity_self_service.py::test_registration_password_policy_leaves_no_partial_account,DI_REGISTRY,"RegistrationService(database_url).register('alice', 'short')",,,test/web_persistence/test_identity_self_service.py:64,
test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox.trigger,DEFINITION_ACTIVITY,trigger_scheduled_research_activity,test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox.trigger,,test/web_persistence/test_research_schedule_temporal_integration.py:43,
test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox,REGISTER_WORKFLOWS,ResearchTaskScheduleWorkflow,src/orchestration/research_workflow.py::ResearchTaskScheduleWorkflow,WEB_LIFECYCLE_TASK_QUEUE,test/web_persistence/test_research_schedule_temporal_integration.py:59,
test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox,REGISTER_ACTIVITIES,trigger,test/web_persistence/test_research_schedule_temporal_integration.py::test_real_schedule_fires_through_task_command_budget_and_outbox.trigger,WEB_LIFECYCLE_TASK_QUEUE,test/web_persistence/test_research_schedule_temporal_integration.py:59,
test/web_persistence/test_web_artifacts.py::test_real_temporal_artifact_outbox_to_persisted_html,DI_REGISTRY,"inject_artifact_build_service(ArtifactBuildService(worker_database_url, _Generator()))",src/orchestration/artifact_activities.py::inject_artifact_build_service,,test/web_persistence/test_web_artifacts.py:141,
test/web_persistence/test_web_artifacts.py::test_real_temporal_artifact_outbox_to_persisted_html,REGISTER_WORKFLOWS,ArtifactBuildWorkflow,src/orchestration/artifact_workflow.py::ArtifactBuildWorkflow,ARTIFACT_TASK_QUEUE,test/web_persistence/test_web_artifacts.py:148,
test/web_persistence/test_web_artifacts.py::test_real_temporal_artifact_outbox_to_persisted_html,REGISTER_ACTIVITIES,execute_artifact_build_activity,src/orchestration/artifact_activities.py::execute_artifact_build_activity,ARTIFACT_TASK_QUEUE,test/web_persistence/test_web_artifacts.py:149,
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,DI_REGISTRY,inject_web_lifecycle(lifecycle),src/orchestration/web_activities.py::inject_web_lifecycle,,test/web_persistence/test_web_temporal_e2e.py:101,
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,DI_REGISTRY,inject_web_execution_host(host),src/orchestration/web_activities.py::inject_web_execution_host,,test/web_persistence/test_web_temporal_e2e.py:102,
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,REGISTER_LIFECYCLE_ACTIVITIES,prepare_run_activity,src/orchestration/web_activities.py::prepare_run_activity,lifecycle_activities,test/web_persistence/test_web_temporal_e2e.py:107,
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,REGISTER_LIFECYCLE_ACTIVITIES,finalize_failed_activity,src/orchestration/web_activities.py::finalize_failed_activity,lifecycle_activities,test/web_persistence/test_web_temporal_e2e.py:108,
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,REGISTER_LIFECYCLE_ACTIVITIES,finalize_cancelled_activity,src/orchestration/web_activities.py::finalize_cancelled_activity,lifecycle_activities,test/web_persistence/test_web_temporal_e2e.py:109,
test/web_persistence/test_web_temporal_e2e.py::test_td_002_real_db_prepare_backfills_lost_start_ack,REGISTER_AGENT_ACTIVITIES,execute_agent_activity,src/orchestration/web_activities.py::execute_agent_activity,agent_activities,test/web_persistence/test_web_temporal_e2e.py:111,
